Speaker	https://www.amazon.com/Speaker-Speakers-Compatible-Loudspeaker-Player/dp/B0C49TKSQQ?th=1	1
Zener Diode	https://www.amazon.com/AEDIKO-Value-140pcs-Diodes-Assortment/dp/B0BG829P7F/ref=sr_1_10?crid=2RXG1VDSYLBJH&dib=eyJ2IjoiMSJ9.QuvZqeFyzT6tu4x3VRU9nE7GmwReoMj4pVU80pwOn2ZtSq5HrlHHUqWv8C6Jgan1kRD-rP9ZkJpJNMcQPY0aTLkLS1jEd-cgqUI6eRjCCG3fRkmmJE0DMnhljtPX3-qjYihlv-I2BKlZWiaogNzRf5VjX7NAaO6IjVJiNn4-q_fJu2RknA8HTuB9wgpWnZxGzzJLZW-g9HjDIvQxRm0uYLmU739kvrmMNRjIx0RntEU.ZZa1mZUmgpnRuxndk-BTmx0llKFPpRgktbyRSEYj8Mo&dib_tag=se&keywords=zener%2Bdiode%2B5.1v&qid=1762219359&refinements=p_36%3A500-1500&rnid=2661611011&sprefix=zener%2Bdiode%2B5.1v%2Caps%2C252&sr=8-10&th=1	1
Noise amplifier	https://www.amazon.com/QEBIDUM-Audio-Amplifier-Module-LM386/dp/B091FN2GBW	1
